0,abstract,app_name,authors,conclusions,copyrights,doi,journal,keywords,methods,publication_date,pubmed_id,results,title,validation_level
,"Handheld devices can automatically give an estimate of refraction. The established method for refraction comparison using spherical equivalent (M) and J0, J45 vector transformations by Bland-Altman analysis is too complex for non-eye doctors involved with vision screening and remote vision clinics. Therefore, a simpler comparison technique was developed.
Based on the spectacle limit to resolve grade A 1 logMAR, B 3 logMAR and C 6 logMAR blur, J0, J45, and M are combined into the Alaska Blind Child Discovery (ABCD) composite ellipsoid GRADE system. Pediatric eye patients had confirmatory examination after dry refraction with three portable autorefractors: Plusoptix, 2WIN and Retinomax. The refractions were then compared using both Bland-Altman and ABCD composite. Performance to detect AAPOS amblyopia risk factors was also assessed.
A total of 202 children, mean age seven years, 28% high spectacle need and 43% AAPOS 2013 amblyopia risk factors showed high correlation with cycloplegic refraction (intraclass correlation 0.49 to 0.90) for sphere, J0 and J45 spectacle components. Plusoptix had more (10%) inconclusives due to patients out-of-range. The Retinomax was unable to screen some younger children and was less reliable for sphere but gave more precise astigmatism estimates. The proportion of autorefractions expected to give GRADE A/B high-need patients acuity improvement to 20/40 would be 41% for Plusoptix, 39% for 2WIN and 65% for Retinomax. Sensitivity/specificity for amblyopia risk factor detection was 80%/83% for Plusoptix, 72%/88% for 2WIN and 84%/73% for Retinomax.
The simplified spectacle comparison resembled Bland-Altman and could assist lay vision screeners and non-eye doctors attempting remote spectacle donation worldwide.",['English for Kids - Kids Games'],"[{'lastname': 'Arnold', 'firstname': 'Robert W', 'initials': 'RW', 'affiliation': ""Alaska Blind Child Discovery, Alaska Children's EYE & Strabismus, Anchorage, AK, 99508, USA.""}, {'lastname': 'Martin', 'firstname': 'Samuel J', 'initials': 'SJ', 'affiliation': 'Loma Linda Medical School, Loma Linda, CA, USA.'}, {'lastname': 'Beveridge', 'firstname': 'Joshua R', 'initials': 'JR', 'affiliation': 'Idaho College of Osteopathic Medicine, Boise, ID, USA.'}, {'lastname': 'Arnold', 'firstname': 'Andrew W', 'initials': 'AW', 'affiliation': 'Ascension Genesys Residency Program, Grand Blanc, MI, USA.'}, {'lastname': 'Arnold', 'firstname': 'Stephanie L', 'initials': 'SL', 'affiliation': 'Ascension Genesys Residency Program, Grand Blanc, MI, USA.'}, {'lastname': 'Beveridge', 'firstname': 'Nathanael R', 'initials': 'NR', 'affiliation': 'US Airforce Academy, Colorado Springs, CO, USA.'}, {'lastname': 'Smith', 'firstname': 'Kyle A', 'initials': 'KA', 'affiliation': ""Alaska Blind Child Discovery, Alaska Children's EYE & Strabismus, Anchorage, AK, 99508, USA.\nAccurate Vision, Anchorage, AK, USA.""}]",,© 2021 Arnold et al.,10.2147/OPTH.S326680,"Clinical ophthalmology (Auckland, N.Z.)","['autorefractors', 'remote dispensing', 'spectacles', 'validation']",,2021-09-14,34511869,,"Ellipsoid Spectacle Comparison of Plusoptix, Retinomax and 2WIN Autorefractors.",10
,"Procedural pain and anxiety in children can be poorly controlled, leading to significant short- and long-term sequelae, such as longer procedure times or future healthcare avoidance. Caregiver anxiety can exacerbate these effects. We aimed to evaluate the effect of interactive video game interventions on children's procedural pain and anxiety, including the effect of different types of video games on those outcomes.
We conducted a systematic review and meta-analysis of the effectiveness of interactive video games compared with standard care in children (0-18 yr) undergoing painful procedures. We searched the databases MEDLINE, Embase, and PsycINFO. We conducted random-effects meta-analysis using 'R' of children's procedural pain and anxiety and caregivers' anxiety.
Of 2185 studies screened, 36 were eligible (n=3406 patients). Studies commonly involved venous access (33%) or day surgery (31%). Thirty-four studies were eligible for meta-analyses. Interactive video games appear to reduce children's procedural pain (standardised mean difference [SMD]=-0.43; 95% confidence interval [CI]: -0.67 to -0.20), anxiety (SMD=0.61; 95% CI: -0.88 to -0.34), and caregivers' procedural anxiety (SMD=-0.31; 95% CI: -0.58 to -0.04). We observed no difference between preparatory and distracting games, or between virtual reality and non-virtual reality games. We also observed no difference between interactive video games compared with standard care for most medical outcomes (e.g. procedure length), except a reduced need for restraint. Studies reported minimal adverse effects and typically had high intervention acceptability and satisfaction.
Our findings support introducing easily available video games, such as distraction-based conventional video games, into routine practice to minimise paediatric procedural pain and child/caregiver anxiety.",['English for Kids - Kids Games'],"[{'lastname': 'Sajeev', 'firstname': 'Mona F', 'initials': 'MF', 'affiliation': ""School of Women's and Children's Health, UNSW Sydney, Kensington, Australia; Kids Cancer Centre, Sydney Children's Hospital, Randwick, Australia.""}, {'lastname': 'Kelada', 'firstname': 'Lauren', 'initials': 'L', 'affiliation': ""School of Women's and Children's Health, UNSW Sydney, Kensington, Australia; Kids Cancer Centre, Sydney Children's Hospital, Randwick, Australia.""}, {'lastname': 'Yahya Nur', 'firstname': ""A'tikah Binte"", 'initials': 'AB', 'affiliation': ""School of Women's and Children's Health, UNSW Sydney, Kensington, Australia; Kids Cancer Centre, Sydney Children's Hospital, Randwick, Australia.""}, {'lastname': 'Wakefield', 'firstname': 'Claire E', 'initials': 'CE', 'affiliation': ""School of Women's and Children's Health, UNSW Sydney, Kensington, Australia; Kids Cancer Centre, Sydney Children's Hospital, Randwick, Australia.""}, {'lastname': 'Wewege', 'firstname': 'Michael A', 'initials': 'MA', 'affiliation': 'School of Health Sciences, University of New South Wales, Sydney, Australia; Centre for Pain IMPACT, Neuroscience Research Australia, Sydney, Australia.'}, {'lastname': 'Karpelowsky', 'firstname': 'Jonathan', 'initials': 'J', 'affiliation': ""Department of Paediatric Surgery, Children's Hospital at Westmead, Westmead, Australia; Children's Cancer Research Unit, Kids Research Institute, Children's Hospital at Westmead, Westmead, Australia; Division of Child and Adolescent Health, University of Sydney, Sydney, Australia.""}, {'lastname': 'Akimana', 'firstname': 'Benedict', 'initials': 'B', 'affiliation': 'Butabika National Referral Mental Hospital, Kampala, Uganda.'}, {'lastname': 'Darlington', 'firstname': 'Anne-Sophie', 'initials': 'AS', 'affiliation': 'School of Health Sciences, University of Southampton, Southampton, UK.'}, {'lastname': 'Signorelli', 'firstname': 'Christina', 'initials': 'C', 'affiliation': ""School of Women's and Children's Health, UNSW Sydney, Kensington, Australia; Kids Cancer Centre, Sydney Children's Hospital, Randwick, Australia. Electronic address: c.signorelli@unsw.edu.au.""}]",,Copyright © 2021 British Journal of Anaesthesia. Published by Elsevier Ltd. All rights reserved.,10.1016/j.bja.2021.06.039,British journal of anaesthesia,"['anxiety', 'burns', 'paediatrics', 'pain', 'perioperative', 'venipuncture', 'video game', 'virtual reality']",,2021-08-04,34340838,"Of 2185 studies screened, 36 were eligible (n=3406 patients). Studies commonly involved venous access (33%) or day surgery (31%). Thirty-four studies were eligible for meta-analyses. Interactive video games appear to reduce children's procedural pain (standardised mean difference [SMD]=-0.43; 95% confidence interval [CI]: -0.67 to -0.20), anxiety (SMD=0.61; 95% CI: -0.88 to -0.34), and caregivers' procedural anxiety (SMD=-0.31; 95% CI: -0.58 to -0.04). We observed no difference between preparatory and distracting games, or between virtual reality and non-virtual reality games. We also observed no difference between interactive video games compared with standard care for most medical outcomes (e.g. procedure length), except a reduced need for restraint. Studies reported minimal adverse effects and typically had high intervention acceptability and satisfaction.",Interactive video games to reduce paediatric procedural pain and anxiety: a systematic review and meta-analysis.,10
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,0
,"The last decade has seen improved outcomes for children requiring extracorporeal life support as well as for children undergoing hematopoietic cell transplantation. Thus, given the historically poor survival of hematopoietic cell transplantation patients using extracorporeal life support, the Pediatric Acute Lung Injury and Sepsis Investigators' hematopoietic cell transplantation and cancer immunotherapy subgroup aimed to characterize the utility of extracorporeal life support in facilitating recovery from critical cardiorespiratory illnesses in pediatric hematopoietic cell transplantation patients.
All available published data were identified using a set of PubMed search terms for pediatric extracorporeal life support and hematopoietic cell transplantation.
All articles that provided original reports of pediatric hematopoietic cell transplantation patients who underwent extracorporeal life support were included. Sixty-four manuscripts met search criteria. Twenty-four were included as primary reports of pediatric hematopoietic cell transplantation patients who underwent extracorporeal life support (11 were single case reports, four single institution case series, two multi-institution case series, and seven registry reports from Extracorporeal Life Support Organization, Pediatric Heath Information System, and Virtual Pediatric Systems).
All 24 articles were reviewed by first and last authors and a spread sheet was constructed including sample size, potential biases, and conclusions.
Discussions regarding incorporation of available evidence into our clinical practice were held at biannual meetings, as well as through email and virtual meetings. An expert consensus was determined through these discussions and confirmed through a modified Delphi process.
Extracorporeal life support in hematopoietic cell transplantation patients is being used with increasing frequency and potentially improving survival. The Pediatric Acute Lung Injury and Sepsis Investigators hematopoietic cell transplantation-cancer immunotherapy subgroup has developed a framework to guide physicians in decision-making surrounding extracorporeal life support candidacy in pediatric hematopoietic cell transplantation patients. In addition to standard extracorporeal life support considerations, candidacy in the hematopoietic cell transplantation population should consider the following six factors in order of consensus agreement: 1) patient comorbidities; 2) underlying disease necessitating hematopoietic cell transplantation; 3) hematopoietic cell transplantation toxicities, 4) family and patient desires for goals of care; 5) hematopoietic cell transplantation preparatory regimen; and 6) graft characteristics. Although risk assessment may be individualized, data are currently insufficient to clearly delineate ideal candidacy. Therefore, we urge the onco-critical care community to collaborate and capture data to provide better evidence to guide physicians' decision-making in the future.",['Doctor Kids 2'],"[{'lastname': 'Zinter', 'firstname': 'Matt S', 'initials': 'MS', 'affiliation': ""Department of Pediatrics, Division of Critical Care Medicine, University of California San Francisco, San Francisco, CA. Department of Pediatrics, Division of Critical Care Medicine, St. Jude Children's Research Hospital, Memphis, TN. Department of Pediatrics, Division of Critical Care Medicine, Medical College of Wisconsin, Milwaukee, WI. Department of Pediatrics, Division of Hematology/Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA. Department of Internal Medicine, Division of Hematology/Oncology, Mayo Clinic, Phoenix, AZ. Department of Child Health, Division of Critical Care Medicine, University of AZ, Phoenix, AZ. Pediatric Critical Care Medicine, Inova Children's Hospital, Fairfax, VA. Department of Pediatrics, Division of Hematology/Oncology and Transplant and Cell Therapy, Keck School of Medicine, University of Southern California, Los Angeles, CA. Department of Pediatrics, Division of Critical Care Medicine, Indiana University School of Medicine, Indianapolis, IN. Department of Pediatrics, Division of Critical Care Medicine, Saint Barnabas Medical Center, Livingston, NJ Department of Pediatrics, Division of Hematology/Oncology, MD Anderson Cancer Center, Houston, TX. Department of Anesthesiology, Critical Care and Pain Medicine, Boston Children's Hospital, Harvard Medical School, Boston, MA. Department of Pediatrics, Divisions of Critical Care Medicine and Hematology/Oncology, University of Minnesota Medical School, Minneapolis, MN.""}, {'lastname': 'McArthur', 'firstname': 'Jennifer', 'initials': 'J', 'affiliation': None}, {'lastname': 'Duncan', 'firstname': 'Christine', 'initials': 'C', 'affiliation': None}, {'lastname': 'Adams', 'firstname': 'Roberta', 'initials': 'R', 'affiliation': None}, {'lastname': 'Kreml', 'firstname': 'Erin', 'initials': 'E', 'affiliation': None}, {'lastname': 'Dalton', 'firstname': 'Heidi', 'initials': 'H', 'affiliation': None}, {'lastname': 'Abdel-Azim', 'firstname': 'Hisham', 'initials': 'H', 'affiliation': None}, {'lastname': 'Rowan', 'firstname': 'Courtney M', 'initials': 'CM', 'affiliation': None}, {'lastname': 'Gertz', 'firstname': 'Shira J', 'initials': 'SJ', 'affiliation': None}, {'lastname': 'Mahadeo', 'firstname': 'Kris M', 'initials': 'KM', 'affiliation': None}, {'lastname': 'Randolph', 'firstname': 'Adrienne G', 'initials': 'AG', 'affiliation': None}, {'lastname': 'Rajapreyar', 'firstname': 'Prakadeshwari', 'initials': 'P', 'affiliation': None}, {'lastname': 'Steiner', 'firstname': 'Marie E', 'initials': 'ME', 'affiliation': None}, {'lastname': 'Lehmann', 'firstname': 'Leslie', 'initials': 'L', 'affiliation': None}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]",,Copyright ©2021The Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies.,10.1097/PCC.0000000000002865,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,[],,2021-12-09,34878420,,Candidacy for Extracorporeal Life Support in Children After Hematopoietic Cell Transplantation: A Position Paper From the Pediatric Acute Lung Injury and Sepsis Investigators Network's Hematopoietic Cell Transplant and Cancer Immunotherapy Subgroup.,17
,"Seasonal influenza vaccination has been recommended for pregnant women in Germany since 2010. The aim of this study was to examine prevalence and determinants of receipt of provider recommendation for influenza vaccination as well as influenza vaccination uptake during pregnancy.
We analysed data from the ""KUNO Kids Health Study"", a prospective birth cohort. During the study period (5th July 2015 to 27th June 2018) data were collected from participating mothers by interview and questionnaire. According to Andersen's behavioural model of health services use potential influencing factors describing the circumstances and characteristics of the mothers and their pregnancies which are potentially affecting whether women receive a recommendation for a vaccination or whether they utilize influenza vaccination were classified into three domains: 'predisposing characteristics', 'enabling resources' and 'need'. Using multivariable logistic regression models odds ratios (OR) and corresponding 95% confidence intervals (95% CI) were calculated.
As a combined result across three flu seasons, 368 of 1814 (20.3%) women received an influenza vaccination recommendation during pregnancy. Having had a high-risk pregnancy increased the odds of receiving a vaccination recommendation (OR = 1.3; 95% CI = 1.0-1.6; p = 0.045). In contrast, pregnancy onset in summer (OR = 0.7; 95% CI = 0.5-1.0; p = 0.027), autumn (OR = 0.4; 95% CI = 0.3-0.5; p < =0.001) or winter (OR = 0.5; 95% CI = 0.3-0.6; p < =0.001) (compared to spring) as well as mother's birthplace outside Germany (OR = 0.6; 95% CI = 0.4-0.9; p = 0.023) reduced the chance of getting a vaccination recommendation. Two hundred forty-two of one thousand eight hundred sixty-five (13%) women were vaccinated against influenza during pregnancy. Having received a vaccination recommendation was strongly associated with vaccination uptake (OR = 37.8; 95% CI = 25.5-55.9; p < =0.001). Higher health literacy status was also associated with a higher chance of vaccination uptake (OR = 1.7; 95% CI = 1.2-2.6; p = 0.008), whereas pregnancy onset in autumn (compared to spring) reduced the chance (OR = 0.5; 95% CI = 0.3-0.8; p = 0.008).
At 13% the uptake rate of influenza vaccination is low. Having received a recommendation to vaccinate was strongly associated with uptake but only one fifth of all mothers report such a recommendation. Raising awareness in physicians regarding vaccinating during pregnancy seems to be of essential importance to increase vaccine uptake and to prevent influenza-related complications in pregnant women.",['Doctor Kids 2'],"[{'lastname': 'Brixner', 'firstname': 'Alexandra', 'initials': 'A', 'affiliation': ""University Children's Hospital Regensburg (KUNO-Clinics), at the Hospital St. Hedwig of the Order of St. John, University of Regensburg, Regensburg, Germany.""}, {'lastname': 'Brandstetter', 'firstname': 'Susanne', 'initials': 'S', 'affiliation': ""University Children's Hospital Regensburg (KUNO-Clinics), at the Hospital St. Hedwig of the Order of St. John, University of Regensburg, Regensburg, Germany.\nMember of the Research and Development Campus Regensburg (WECARE) at the Hospital St. Hedwig of the Order of St. John, Regensburg, Germany.""}, {'lastname': 'Böhmer', 'firstname': 'Merle M', 'initials': 'MM', 'affiliation': 'Bavarian Health and Food Safety Authority, Oberschleissheim, Germany.\nInstitute of Social Medicine and Health Systems Research, Otto von Guericke University Magdeburg, Magdeburg, Germany.'}, {'lastname': 'Seelbach-Göbel', 'firstname': 'Birgit', 'initials': 'B', 'affiliation': 'Clinic of Obstetrics and Gynaecology St. Hedwig, University of Regensburg, Regensburg, Germany.'}, {'lastname': 'Melter', 'firstname': 'Michael', 'initials': 'M', 'affiliation': ""University Children's Hospital Regensburg (KUNO-Clinics), at the Hospital St. Hedwig of the Order of St. John, University of Regensburg, Regensburg, Germany.\nMember of the Research and Development Campus Regensburg (WECARE) at the Hospital St. Hedwig of the Order of St. John, Regensburg, Germany.""}, {'lastname': 'Kabesch', 'firstname': 'Michael', 'initials': 'M', 'affiliation': ""University Children's Hospital Regensburg (KUNO-Clinics), at the Hospital St. Hedwig of the Order of St. John, University of Regensburg, Regensburg, Germany.\nMember of the Research and Development Campus Regensburg (WECARE) at the Hospital St. Hedwig of the Order of St. John, Regensburg, Germany.""}, {'lastname': 'Apfelbacher', 'firstname': 'Christian', 'initials': 'C', 'affiliation': 'Member of the Research and Development Campus Regensburg (WECARE) at the Hospital St. Hedwig of the Order of St. John, Regensburg, Germany. christian.apfelbacher@med.ovgu.de.\nInstitute of Social Medicine and Health Systems Research, Otto von Guericke University Magdeburg, Magdeburg, Germany. christian.apfelbacher@med.ovgu.de.'}, {'lastname': None, 'firstname': None, 'initials': None, 'affiliation': None}]",,© 2021. The Author(s).,10.1186/s12884-021-04182-w,BMC pregnancy and childbirth,"['Influenza', 'Pregnancy', 'Recommendation', 'Uptake', 'Vaccine']",,2021-10-29,34706672,"As a combined result across three flu seasons, 368 of 1814 (20.3%) women received an influenza vaccination recommendation during pregnancy. Having had a high-risk pregnancy increased the odds of receiving a vaccination recommendation (OR = 1.3; 95% CI = 1.0-1.6; p = 0.045). In contrast, pregnancy onset in summer (OR = 0.7; 95% CI = 0.5-1.0; p = 0.027), autumn (OR = 0.4; 95% CI = 0.3-0.5; p < =0.001) or winter (OR = 0.5; 95% CI = 0.3-0.6; p < =0.001) (compared to spring) as well as mother's birthplace outside Germany (OR = 0.6; 95% CI = 0.4-0.9; p = 0.023) reduced the chance of getting a vaccination recommendation. Two hundred forty-two of one thousand eight hundred sixty-five (13%) women were vaccinated against influenza during pregnancy. Having received a vaccination recommendation was strongly associated with vaccination uptake (OR = 37.8; 95% CI = 25.5-55.9; p < =0.001). Higher health literacy status was also associated with a higher chance of vaccination uptake (OR = 1.7; 95% CI = 1.2-2.6; p = 0.008), whereas pregnancy onset in autumn (compared to spring) reduced the chance (OR = 0.5; 95% CI = 0.3-0.8; p = 0.008).",Prevalence of and factors associated with receipt of provider recommendation for influenza vaccination and uptake of influenza vaccination during pregnancy: cross-sectional study.,17
,"The purpose of this study was to quantify the hospitalization charges of the 2 general surgical approaches in the treatment of craniosynostosis and determine if there was a significant difference between the 2. Several studies compared them side-by-side according to specific variables, such as success rates, postoperative complications, blood loss, and length of stay, but were limited by small sample sizes.
This is a retrospective cohort study that was conducted using the Kids' Inpatient Database (KID). All patients diagnosed with craniosynostosis (Q75.0) were identified. The procedures were grouped according to the approach taken, whether it was a traditional, open approach, or a closed, minimally invasive approach. The primary predictor variable was the surgical approach (open vs closed). The outcome variables were the hospital charges (US dollars) and length of stay (days). Statistical analyses were based on the univariate and multivariate linear regression models, and P value less than .05 marked the significance level.
Among a sample of 2,585 cases, an open approach was employed in 2,353 cases and a closed approach in 232 cases. Race, payer information, hospital region, admission status (elective vs not elective), patient location, and surgical approach (open vs closed) were all significant predictors (P < .15) of increased hospitalization charges. Relative to white patients, being in the 'other' racial class added $10,987 in hospital charges (P < .05). Relative to the Northeast, being a patient in the West added $33,459 in hospital charges (P < .01). Not being admitted electively added $72,572 (P < .01) relative to elective admissions. Finally, open repair added $59,539 (P < .01) in charges relative to closed repair.
The traditional open approach added nearly $60,000 to the cost of the procedure when compared with the closed, endoscopic approach. The scope and invasiveness of the open approach demand greater surgical services, hospital services, supplies, and equipment, ultimately contributing to this increased cost.",['Doctor Kids 2'],"[{'lastname': 'Stanbouly', 'firstname': 'Dani', 'initials': 'D', 'affiliation': 'Dental Student, Columbia University College of Dental Medicine, New York, NY. Electronic address: ds3840@cumc.columbia.edu.'}, {'lastname': 'Ascherman', 'firstname': 'Jeffrey A', 'initials': 'JA', 'affiliation': 'Thomas S. Zimmer Professor of Reconstructive Surgery, Division of Plastic Surgery, Department of Surgery, Columbia University College of Physicians & Surgeons, New York, NY.'}, {'lastname': 'Chuang', 'firstname': 'Sung-Kiang', 'initials': 'SK', 'affiliation': 'Clinical Professor, Department of Oral and Maxillofacial Surgery, University of Pennsylvania, School of Dental Medicine, Philadelphia, PA; Private Practice, Brockton Oral and Maxillofacial Surgery Inc, Brockton, MA; Attending, Department of Oral and Maxillofacial Surgery, Good Samaritan Medical Center, Brockton, MA; Visiting Professor, Department of Oral and Maxillofacial Surgery, Kaohsiung Medical University, School of Dentistry, Kaohsiung, Taiwan.'}]",,Copyright © 2021. Published by Elsevier Inc.,10.1016/j.joms.2021.08.165,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,[],,2021-09-30,34587484,"Among a sample of 2,585 cases, an open approach was employed in 2,353 cases and a closed approach in 232 cases. Race, payer information, hospital region, admission status (elective vs not elective), patient location, and surgical approach (open vs closed) were all significant predictors (P < .15) of increased hospitalization charges. Relative to white patients, being in the 'other' racial class added $10,987 in hospital charges (P < .05). Relative to the Northeast, being a patient in the West added $33,459 in hospital charges (P < .01). Not being admitted electively added $72,572 (P < .01) relative to elective admissions. Finally, open repair added $59,539 (P < .01) in charges relative to closed repair.",Open Repair Versus Closed Repair: A Cost-Analysis of the Two Surgical Approaches for the Treatment of Craniosynostoses.,17
,"To describe the healthcare utilization and costs associated with the interdisciplinary treatment of pediatric persistent post-concussive symptoms (PPCS).
A retrospective chart review was conducted with 461 youth referred by community physicians to an interdisciplinary pediatric PPCS outpatient clinic in Ontario, Canada. Healthcare utilization parameters included accessibility, continuity, comprehensiveness, and service productivity. Direct healthcare costs included those incurred by physicians and other interdisciplinary services. Indirect costs per client included travel to the clinic and caregiver productivity loss. Data analyses were completed using descriptive statistics.
The median age of clients was 15 years (range = 3 to 18). The median wait time for an initial PPCS clinic physician consultation was 71 days, and less than 2 months for other interdisciplinary services. Eighty-two percent of clients were referred to at least one other service after an initial physician consultation. Occupational therapy received the highest proportion of referrals (79%). Total median direct costs per client were approximately $915, with a final accumulated cost of $532 623 for all clients. Caregiver productivity loss was approximately $387 per family.
Our findings suggest that interdisciplinary PPCS care represents an accessible, comprehensive and cost-saving healthcare model from the client and societal perspectives.",['Doctor Kids 2'],"[{'lastname': 'Agnihotri', 'firstname': 'Sabrina', 'initials': 'S', 'affiliation': 'Bloorview Research Institute, Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.\nDepartment of Psychiatry, University of Toronto, Toronto, Ontario, Canada.'}, {'lastname': 'Penner', 'firstname': 'Melanie', 'initials': 'M', 'affiliation': 'Bloorview Research Institute, Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.\nDepartment of Paediatrics, University of Toronto, Toronto, Ontario, Canada.'}, {'lastname': 'Mallory', 'firstname': 'Kylie D', 'initials': 'KD', 'affiliation': 'Bloorview Research Institute, Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.'}, {'lastname': 'Xie', 'firstname': 'Lucy', 'initials': 'L', 'affiliation': 'Bloorview Research Institute, Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.'}, {'lastname': 'Hickling', 'firstname': 'Andrea', 'initials': 'A', 'affiliation': 'Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.\nDepartment of Occupational Science and Occupational Therapy, University of Toronto, Toronto, Ontario, Canada.'}, {'lastname': 'Joachimides', 'firstname': 'Nicholas', 'initials': 'N', 'affiliation': 'Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.'}, {'lastname': 'Widgett', 'firstname': 'Elaine', 'initials': 'E', 'affiliation': 'Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.'}, {'lastname': 'Scratch', 'firstname': 'Shannon E', 'initials': 'SE', 'affiliation': 'Bloorview Research Institute, Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.\nHolland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada.\nDepartment of Paediatrics, University of Toronto and Rehabilitation Sciences Institute, University of Toronto, Toronto, Ontario, Canada.'}]",,,10.1080/02699052.2021.1972151,Brain injury,"['Healthcare economics', 'concussion', 'healthcare utilization', 'interdisciplinary care', 'pediatric']",,2021-09-22,34546808,"The median age of clients was 15 years (range = 3 to 18). The median wait time for an initial PPCS clinic physician consultation was 71 days, and less than 2 months for other interdisciplinary services. Eighty-two percent of clients were referred to at least one other service after an initial physician consultation. Occupational therapy received the highest proportion of referrals (79%). Total median direct costs per client were approximately $915, with a final accumulated cost of $532 623 for all clients. Caregiver productivity loss was approximately $387 per family.",Healthcare utilization and costs associated with persistent post-concussive symptoms.,17
,"To compare type 2 polysomnography (T2PSG) to the gold standard type 1 in-laboratory polysomnography (T1PSG) for diagnosing obstructive sleep apnea (OSA) in children; validate home T2PSG in children with suspected OSA.
81 participants (ages 6-18) with suspected OSA had simultaneous T1PSG and T2PSG in the sleep laboratory, 47 participants (ages 5-16) had T1PSG in the sleep laboratory and T2PSG performed at home. Sleep scientists staged and scored PSG data, pediatric sleep physicians assigned a diagnosis of normal or OSA. Participant demographics, PSG variables and diagnoses were compared using Chi-Squared and Fischer's exact tests for nominal variables, t-test for continuous variables and Cohen's kappa to assess concordance.
Acceptable recordings were obtained for every home T2PSG. When T1PSG and T2PSG were simultaneous, correlation between the number of arousals, respiratory disturbance index and sleep stages was excellent. T2PSG at home demonstrated less stage 2 sleep, more rapid eye movement (REM) sleep and higher sleep efficiency. Comparison of home T2PSG to T1PSG for diagnosing OSA showed a false positive rate of 6.6% and false negative rate of 3% for those performed at home.
T2PSG in the home is feasible with excellent concordance with T1PSG for the purposes of diagnosing OSA in children aged 5-18 years. Home T2PSG may be more representative of a 'normal' night for children and could benefit those suspected of having OSA by reducing waiting times for laboratory PSG, improving access to PSG and possibly reducing costs of investigating and treating OSA.",['Doctor Kids 2'],"[{'lastname': 'Withers', 'firstname': 'Adelaide', 'initials': 'A', 'affiliation': ""Department of Respiratory and Sleep Medicine, Perth Children's Hospital, Perth, Western Australia, Australia.\nTelethon Kids Institute, Perth, Western Australia, Australia.\nWal-yan Respiratory Research Centre, Perth, Western Australia, Australia.\nCurtin University, Perth, Western Australia, Australia.""}, {'lastname': 'Maul', 'firstname': 'Jennifer', 'initials': 'J', 'affiliation': ""Department of Respiratory and Sleep Medicine, Perth Children's Hospital, Perth, Western Australia, Australia.""}, {'lastname': 'Rosenheim', 'firstname': 'Ellen', 'initials': 'E', 'affiliation': ""Royal Children's Hospital, Melbourne, Victoria, Australia.""}, {'lastname': ""O'Donnell"", 'firstname': 'Anne', 'initials': 'A', 'affiliation': ""Department of Respiratory and Sleep Medicine, Perth Children's Hospital, Perth, Western Australia, Australia.""}, {'lastname': 'Wilson', 'firstname': 'Andrew', 'initials': 'A', 'affiliation': ""Department of Respiratory and Sleep Medicine, Perth Children's Hospital, Perth, Western Australia, Australia.\nTelethon Kids Institute, Perth, Western Australia, Australia.\nCurtin University, Perth, Western Australia, Australia.\nDivision of Paediatrics and Child Health, Faculty of Medicine, University of Western Australia, Perth, Western Australia, Australia.""}, {'lastname': 'Stick', 'firstname': 'Prof Stephen', 'initials': 'PS', 'affiliation': ""Department of Respiratory and Sleep Medicine, Perth Children's Hospital, Perth, Western Australia, Australia.\nTelethon Kids Institute, Perth, Western Australia, Australia.\nWal-yan Respiratory Research Centre, Perth, Western Australia, Australia.\nDivision of Paediatrics and Child Health, Faculty of Medicine, University of Western Australia, Perth, Western Australia, Australia.\nUniversity of Western Australia, Perth, Western Australia, Australia.""}]",,© 2021 American Academy of Sleep Medicine.,10.5664/jcsm.9576,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,"['home sleep apnea testing', 'pediatric obstructive sleep apnea', 'polysomnography']",,2021-07-30,34323688,"Acceptable recordings were obtained for every home T2PSG. When T1PSG and T2PSG were simultaneous, correlation between the number of arousals, respiratory disturbance index and sleep stages was excellent. T2PSG at home demonstrated less stage 2 sleep, more rapid eye movement (REM) sleep and higher sleep efficiency. Comparison of home T2PSG to T1PSG for diagnosing OSA showed a false positive rate of 6.6% and false negative rate of 3% for those performed at home.",Comparison of home ambulatory type 2 polysomnography with a portable monitoring device and in-laboratory type 1 polysomnography for the diagnosis of obstructive sleep apnea in children.,17
