App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
My Town: Play & Discover - City Builder Game,mytown.friendsclub,Educational,4.1,118217.0,"10,000,000+",10000000.0,13831385,True,0.0,USD,43M,5.0 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Jul 3, 2019","May 14, 2021",Everyone,http://www.my-town.com/privacy-policy/,True,True,False,2021-06-16 11:54:39
My Town: Home Doll house - Family Playhouse,mytown.home,Educational,4.3,477566.0,"10,000,000+",10000000.0,48570705,True,0.0,USD,53M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Jul 23, 2015","May 27, 2021",Everyone,http://www.my-town.com/privacy-policy/,True,True,False,2021-06-16 11:54:52
Coloring & Learn,com.orange.coloring.learn.kids,Educational,4.2,141264.0,"50,000,000+",50000000.0,81165199,True,0.0,USD,62M,4.1 and up,Orange Studios Games,http://orangestudiosgames.com,orangegstudios@gmail.com,"Jul 19, 2016","May 19, 2021",Everyone,http://orangestudiosgames.com/privacy_policy.html,True,True,False,2021-06-16 11:54:58
Baby Panda's Town: My Dream,com.sinyee.babybus.hero,Educational,4.3,53765.0,"10,000,000+",10000000.0,32644571,True,0.0,USD,152M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Sep 5, 2018","Apr 25, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 12:09:31
My Town: Farm Life - Animals & Farming Doll House,mytown.farm.free,Educational,4.3,46582.0,"10,000,000+",10000000.0,10534882,True,0.0,USD,52M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Jul 8, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-16 12:24:52
Write It! Korean,com.jernung.writeit.kor,Educational,4.8,35708.0,"1,000,000+",1000000.0,2757201,True,0.0,USD,9.9M,5.1 and up,Jernung,https://jernung.com/writeit,writeit@jernung.com,"Sep 30, 2016","Jun 09, 2021",Everyone,https://jernung.com/privacy,True,True,False,2021-06-16 12:25:00
Make-Up Me: Superstar,com.libii.makeupsuperstar,Educational,4.4,106057.0,"10,000,000+",10000000.0,12925264,True,0.0,USD,67M,4.4 and up,Libii,http://libii.com,wecare@libii.com,"May 3, 2015","May 21, 2021",Everyone,http://libiitech.com/?page_id=746,True,True,False,2021-06-16 12:31:15
Kiki & Fifi Pet Friends - Virtual Cat & Dog Care,com.tutotoons.app.kikififipetfriends.free,Educational,4.1,29337.0,"10,000,000+",10000000.0,22334840,True,0.0,USD,84M,4.4 and up,TutoTOONS,http://www.tutotoons.com,support@tutotoons.com,"Feb 15, 2017","Jun 16, 2021",Everyone,https://tutotoons.com/privacy_policy/,True,True,False,2021-06-16 12:32:32
Cooking School 2020 - Cooking Games for Girls Joy,com.cookingschool.cookinggames.kitchencraze.cookingcraze.cookingfever,Education,4.4,20520.0,"1,000,000+",1000000.0,3694269,True,0.0,USD,27M,4.1 and up,Cooking Games for girls & Restaurant Games,,bubusoftsrl@gmail.com,"Jan 2, 2020","Jan 19, 2020",Everyone,http://www.modulesden.com/content/6-game-privacy-policy,True,True,False,2021-06-16 12:33:50
Learn English - Listening and Speaking,com.porolingo.econversation,Education,4.8,37263.0,"1,000,000+",1000000.0,3428585,True,0.0,USD,53M,4.4 and up,PORO ENGLISH,http://porostudio.com,support@porostudio.com,"Apr 7, 2019","Jun 13, 2021",Everyone,http://us.api.poro.app/policy/econversation/,True,True,False,2021-06-16 12:41:32
Do Not Disturb 3 - Grumpy Marmot Pranks!,br.com.tapps.donotdisturb3,Educational,4.4,35768.0,"5,000,000+",5000000.0,7170717,True,0.0,USD,22M,4.4 and up,Tapps Games,http://tappsgames.com,user.support+donotdisturb3@tappsgames.com,"Aug 27, 2018","May 20, 2021",Everyone,http://legal.tapps.com.br/index.html?app=Do-Not-Disturb-3,True,True,False,2021-06-16 12:47:13
Farm Friends,net.ploosh.farm,Education,4.4,50092.0,"1,000,000+",1000000.0,3106274,True,0.0,USD,43M,5.1 and up,Ploosh GmbH,http://www.ploosh.de,support+farm@ploosh.de,"Dec 22, 2012","Mar 08, 2020",Everyone,http://www.ploosh.de/privacy,False,False,False,2021-06-16 12:57:55
Duolingo: Learn Languages Free,com.duolingo,Education,4.6,11103561.0,"100,000,000+",100000000.0,261431130,True,0.0,USD,Varies with device,Varies with device,Duolingo,https://www.duolingo.com/,android@duolingo.com,"May 29, 2013","Jun 14, 2021",Everyone,https://www.duolingo.com/privacy,True,True,True,2021-06-16 13:07:01
"Babyphone & tablet - baby learning games, drawing",com.gokids.tablet,Educational,4.3,48206.0,"10,000,000+",10000000.0,18329063,True,0.0,USD,66M,4.4 and up,GoKids!,http://gokidsmobile.com/,info@gokidsmobile.com,"May 22, 2019","Jun 16, 2021",Everyone,http://gokidsmobile.com/privacy-policy/,True,True,False,2021-06-16 13:07:59
Toca Life World: Build stories & create your world,com.tocaboca.tocalifeworld,Educational,4.3,1788412.0,"50,000,000+",50000000.0,62226365,True,0.0,USD,53M,5.0 and up,Toca Boca,https://tocaboca.com/help/,tlwsupport@tocaboca.com,"Nov 21, 2018","Jun 10, 2021",Everyone,http://tocaboca.com/privacy,True,True,False,2021-06-16 13:18:44
Snow Cone Maker - Frozen Foods,com.kidsfoodinc.android_make_snowcones,Educational,4.3,75290.0,"10,000,000+",10000000.0,14122464,True,0.0,USD,61M,4.1 and up,Kids Food Games Inc.,http://www.kidsfoodinc.com,contact@kidsfoodinc.com,"Jul 29, 2014","May 16, 2019",Everyone,https://www.kidsfoodinc.com/privacy/,True,True,False,2021-06-16 13:19:44
Lingokids - A fun learning adventure,es.monkimun.lingokids,Education,4.5,119103.0,"10,000,000+",10000000.0,23197131,True,0.0,USD,115M,5.0 and up,Lingokids - English Learning For Kids,https://www.lingokids.com/,hello@lingokids.com,"Aug 10, 2015","Jun 14, 2021",Everyone,https://lingokids.com/privacy-policy,False,True,False,2021-06-16 13:21:56
Sweet Baby Girl Cleanup 5 - Messy House Makeover,com.tutotoons.app.sweetbabygirlcleanup5.free,Educational,4.1,60354.0,"10,000,000+",10000000.0,35356240,True,0.0,USD,90M,4.4 and up,TutoTOONS,http://www.tutotoons.com,support@tutotoons.com,"Jul 3, 2017","May 14, 2021",Everyone,https://tutotoons.com/privacy_policy/,True,True,False,2021-06-16 13:27:34
My Little Princess Castle - Playhouse & Girls Game,mylittleprincess.castle.free,Educational,4.3,55781.0,"10,000,000+",10000000.0,13221955,True,0.0,USD,61M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Jul 5, 2019","Jun 02, 2021",Everyone,http://www.my-town.com/privacy-policy/,True,True,False,2021-06-16 13:34:50
Fortuniada - gry rodzinne,com.dziobaki.fortuniada,Educational,4.2,23586.0,"1,000,000+",1000000.0,1506169,True,0.0,USD,60M,5.0 and up,AmeBy,https://creativityar.com,dziobaki.info@gmail.com,"Apr 27, 2018","May 27, 2021",Everyone,http://simplicitygames.pl/PrivacyPolicy/policy_pl.html,True,True,False,2021-06-16 13:44:10
Kid-E-Cats. Educational Games,com.edujoy.kidecats,Educational,4.0,39693.0,"10,000,000+",10000000.0,22817766,True,0.0,USD,34M,4.4 and up,AppQuiz,http://edujoy.es,edujoy@edujoy.es,"Dec 3, 2019","Jun 10, 2021",Everyone,http://edujoy.es/privacy_policy.html,True,True,False,2021-06-16 13:49:32
Learn to Read with Tommy Turtle,com.intellijoy.android.reading.free,Educational,4.3,21786.0,"5,000,000+",5000000.0,8673539,True,0.0,USD,Varies with device,4.4 and up,Intellijoy Educational Games for Kids,http://www.intellijoy.com,questions@intellijoy.com,"Jun 20, 2011","Feb 24, 2021",Everyone,http://www.intellijoy.com/privacy-policy/,False,False,False,2021-06-16 13:52:24
Brainilis - Brain Games,ch.appilis.brain.android,Education,4.3,21277.0,"1,000,000+",1000000.0,2169772,True,0.0,USD,4.6M,5.0 and up,appilis LLC,https://www.brainilis.com,support@appilis.ch,"Dec 20, 2016","May 28, 2021",Everyone,https://www.brainilis.com/privacy.html,True,True,False,2021-06-16 13:53:44
Барбоскины: Готовка Еды для Девочек,com.PSVStudio.BarboskinsCooking,Educational,4.3,24891.0,"5,000,000+",5000000.0,5067634,True,0.0,USD,64M,4.2 and up,Лунтик Moonzy Барбоскины,http://psvgamestudio.com,report.psv@gmail.com,"Nov 28, 2017","Sep 25, 2020",Everyone,https://policy.psvgamestudio.com/privacy_policy_luntik.html,True,True,False,2021-06-16 14:13:16
Infinite Korean,com.jernung.infinite.kor,Educational,4.7,23147.0,"500,000+",500000.0,952508,True,0.0,USD,7.8M,5.1 and up,Jernung,https://jernung.com/infinite,infinite@jernung.com,"Jun 4, 2017","Jun 09, 2021",Everyone,https://jernung.com/privacy,True,True,False,2021-06-16 14:13:45
Baby Panda's Fire Safety,com.sinyee.babybus.firemanII,Educational,4.2,20878.0,"10,000,000+",10000000.0,23991754,True,0.0,USD,140M,4.4 and up,BabyBus,http://www.babybus.com,sinyeeandroid@gmail.com,"Oct 24, 2019","May 25, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 14:24:25
Baby Panda’s Color Mixing Studio,com.sinyee.babybus.magichouse,Educational,4.1,57084.0,"10,000,000+",10000000.0,29420508,True,0.0,USD,53M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Dec 7, 2012","Jun 04, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 14:48:42
"Babyphone - baby music games with Animals, Numbers",com.gokids.bphone1,Educational,4.0,31899.0,"10,000,000+",10000000.0,37469517,True,0.0,USD,50M,4.4 and up,GoKids!,http://gokidsmobile.com/,toplinesolutionsltd@gmail.com,"Sep 1, 2016","Jun 15, 2021",Everyone,http://gokidsmobile.com/privacy-policy/,True,True,False,2021-06-16 15:04:02
Multiplication table. Learn and Play!,com.multiplication.table,Educational,4.3,41059.0,"1,000,000+",1000000.0,4769989,True,0.0,USD,3.2M,4.0 and up,Alexey Korobov,http://hotgames.kz,clexx@mail.ru,"Feb 11, 2017","May 20, 2019",Everyone,http://hotgames.kz/pp_and_tc/multiplication_table_privacy_policy.html,True,False,False,2021-06-16 15:04:05
My Town : Best Friends' House games for kids,mytown.friendshouse.free,Educational,4.2,74374.0,"10,000,000+",10000000.0,11860115,True,0.0,USD,50M,4.4 and up,My Town Games Ltd,https://www.my-town.com,info@my-town.com,"Jan 14, 2021","May 26, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-15 20:44:18
Educational Games for Kids,com.zodinplex.abc.kids.letters.educational.sounds.baby,Educational,4.4,29730.0,"5,000,000+",5000000.0,6242391,True,0.0,USD,43M,5.0 and up,Educational Flashcards Universe,https://edukeitflash2021.000webhostapp.com,edukeitflash2021@gmail.com,"May 17, 2013","Dec 17, 2020",Everyone,https://sites.google.com/view/tisoldov,True,True,False,2021-06-15 20:45:35
Mommy and Me Makeover Salon,air.mommyandmemakeoversalon,Educational,4.2,37478.0,"1,000,000+",1000000.0,3247468,True,0.0,USD,33M,2.3 and up,ARPA media,http://www.arpamedia.ro,support.googleplay@arpamedia.ro,"Jan 24, 2014","Mar 23, 2016",Everyone,http://arpamedia.ro/privacy-policy.html,True,True,False,2021-06-15 20:50:56
My Town : Grandparents Play home Fun Life Game,mytown.grandparents.free,Educational,4.3,59451.0,"10,000,000+",10000000.0,10433308,True,0.0,USD,53M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Dec 23, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-15 20:55:17
Andy - English Speaking Bot,com.pyankoff.andy,Education,4.7,134301.0,"1,000,000+",1000000.0,2327332,True,0.0,USD,30M,5.0 and up,ZTO Labs,https://andychatbot.com,contact@andychatbot.com,"Aug 2, 2016","Feb 11, 2021",Everyone,https://andychatbot.com/privacy/,False,True,False,2021-06-15 20:56:12
Capitals of All Countries in the World: City Quiz,com.asmolgam.capitals,Educational,4.4,38649.0,"5,000,000+",5000000.0,8165888,True,0.0,USD,17M,4.4 and up,Andrey Solovyev,https://asmolgam-site.web.app,asmolgam@gmail.com,"Sep 4, 2014","Feb 11, 2021",Everyone,https://asmolgam.com/privacy/,True,True,False,2021-06-15 20:59:25
Power Girls Super City - Superhero Salon & Pets,air.com.tutotoons.app.powergirlssupercity.free,Educational,4.1,30892.0,"10,000,000+",10000000.0,11375388,True,0.0,USD,88M,4.4 and up,TutoTOONS,http://www.tutotoons.com,support@tutotoons.com,"Mar 24, 2016","Jun 08, 2021",Everyone,https://tutotoons.com/privacy_policy/,True,True,False,2021-06-15 21:11:19
Baby Panda’s Summer: Juice Shop,com.sinyee.babybus.soda,Educational,4.4,48547.0,"10,000,000+",10000000.0,21460219,True,0.0,USD,52M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Apr 19, 2018","Mar 26, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:17:49
"Math Kids - Add, Subtract, Count, and Learn",com.rvappstudios.math.kids.counting,Educational,4.3,20265.0,"10,000,000+",10000000.0,16437497,True,0.0,USD,34M,4.4 and up,RV AppStudios,http://www.rvappstudios.com,app_support@rvappstudios.com,"Aug 22, 2017","May 28, 2021",Everyone,http://www.rvappstudios.com/privacy_policy_ABC.php,False,False,False,2021-06-15 21:21:00
Baby Panda’s Ice Cream Shop,com.sinyee.babybus.drinks,Educational,4.3,143035.0,"50,000,000+",50000000.0,52253130,True,0.0,USD,68M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jun 24, 2016","May 21, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:27:00
Tailor Kids,com.bubadu.tailorkids,Educational,4.3,75445.0,"10,000,000+",10000000.0,13694145,True,0.0,USD,20M,4.1 and up,FM by Bubadu,http://www.bubadu.com,support@bubadu.com,"Oct 23, 2014","Apr 14, 2021",Everyone,http://www.bubadu.com/privacy-policy.shtml,True,True,False,2021-06-15 21:33:52
Preschool learning games for kids: shapes & colors,com.EducaGames.DinoTim,Educational,4.3,23191.0,"1,000,000+",1000000.0,4685453,True,0.0,USD,Varies with device,Varies with device,Didactoons,http://dinotim.com/,info@educagames.net,"Nov 26, 2015","Jul 13, 2020",Everyone,https://www.didactoons.com/politica-de-privacidad-dinotim/,True,True,False,2021-06-15 21:38:13
Little Panda's Restaurant,com.sinyee.babybus.restaurant,Educational,4.4,180330.0,"50,000,000+",50000000.0,57315206,True,0.0,USD,71M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jan 13, 2017","May 31, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:40:53
Little Panda's Shopping Mall,com.sinyee.babybus.market,Educational,4.3,35452.0,"10,000,000+",10000000.0,14357350,True,0.0,USD,63M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Nov 25, 2020","Jun 07, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:48:09
Little Panda's Chinese Recipes,com.sinyee.babybus.food,Educational,4.3,131616.0,"50,000,000+",50000000.0,52670537,True,0.0,USD,137M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Dec 23, 2015","Apr 20, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 21:52:53
Drops: Learn Korean language and Hangul alphabet,com.languagedrops.drops.learn.learning.speak.language.korean.hangul.words,Education,4.7,244534.0,"1,000,000+",1000000.0,4349726,True,0.0,USD,42M,4.4 and up,Language Drops,http://languagedrops.com,android@languagedrops.com,"Feb 14, 2018","Jun 03, 2021",Everyone,https://languagedrops.com/privacypolicy.html,True,True,False,2021-06-15 21:56:11
Learn Chinese - HelloChinese,com.hellochinese,Education,4.8,284941.0,"5,000,000+",5000000.0,5881313,True,0.0,USD,22M,5.0 and up,HelloChinese - Learn Chinese Mandarin,http://www.hellochinese.cc,support@hellochinese.cc,"Jul 11, 2015","Apr 27, 2021",Everyone,http://www.hellochinese.cc/privacy.html,False,True,False,2021-06-15 21:57:11
Girl Games: Unicorn Cooking Games for Girls Kids,com.kidsfoodinc.unicorn.cooking.game,Educational,4.4,196034.0,"10,000,000+",10000000.0,35587665,True,0.0,USD,74M,4.1 and up,Kids Food Games Inc.,http://www.kidsfoodinc.com,contact@kidsfoodinc.com,"Sep 29, 2018","Jun 15, 2021",Everyone,https://www.kidsfoodinc.com/privacy/,True,True,False,2021-06-15 22:07:01
"BYJU'S KG, Std.1-3 | Disney • BYJU'S Early Learn",com.byjus.k3,Education,4.4,49272.0,"5,000,000+",5000000.0,6673845,True,0.0,USD,Varies with device,5.0 and up,BYJU'S,https://byjus.com,carek3@byjus.com,,"May 14, 2021",Everyone,https://byjus.app/k3/privacy_policy.html,False,False,False,2021-06-15 22:15:14
My Town : Museum - History & Science for Kids NEW,mytown.museum.free,Educational,4.2,29556.0,"5,000,000+",5000000.0,9243020,True,0.0,USD,54M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"May 7, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-15 22:22:14
"Tizi World: My Play Town, Dollhouse Games for Kids",com.iz.world.pretend.play.life.my.princess.games.town.city.house.wonder.doll,Educational,4.0,21586.0,"5,000,000+",5000000.0,5950524,True,0.0,USD,39M,4.4 and up,IDZ Digital Private Limited,http://www.idzdigital.com,support@idzdigital.com,"Nov 11, 2019","Feb 24, 2021",Everyone,http://idzdigital.com/privacypolicy.php,True,True,False,2021-06-15 22:27:36
Girls games: Painting and coloring,com.coloring.girlsfree,Education,4.1,23343.0,"5,000,000+",5000000.0,9344343,True,0.0,USD,44M,4.4 and up,Coloring Games,https://www.2-monkeys.nl,info@2-monkeys.nl,"Jan 8, 2014","Mar 26, 2021",Everyone,https://www.2-monkeys.nl/policy/policy.html,True,True,False,2021-06-15 22:29:49
Kpopsies - Hatch Your Unicorn Idol,com.tutotoons.app.kpopsiescuteunicornpets,Educational,4.2,51487.0,"10,000,000+",10000000.0,18524636,True,0.0,USD,63M,4.4 and up,TutoTOONS,https://www.tutotoons.com,support@tutotoons.com,"Oct 7, 2020","Feb 19, 2021",Everyone,https://tutotoons.com/privacy_policy/embeded,True,True,False,2021-06-15 22:34:24
My Town : Haunted House - Scary Game for Kids 👻,mytown.hauntedhouse.free,Educational,4.2,41093.0,"10,000,000+",10000000.0,10000540,True,0.0,USD,52M,4.4 and up,My Town Games Ltd,http://www.my-town.com,info@my-town.com,"Nov 11, 2020","May 28, 2021",Everyone,https://my-town.com/privacy-policy/,True,True,False,2021-06-15 22:39:22
JW Language,org.jw.jwlanguage,Education,4.9,104541.0,"1,000,000+",1000000.0,3888525,True,0.0,USD,37M,5.0 and up,Jehovah's Witnesses,http://www.jw.org/en/online-help/jw-language,jwlanguage@jw.org,"Oct 4, 2014","May 22, 2021",Everyone,http://www.jw.org/apps/E_YRTNYCsVtNPL,False,False,False,2021-06-15 22:52:03
"Math Games, Learn Add, Subtract, Multiply & Divide",com.GamesForKids.Mathgames.MultiplicationTables,Educational,4.4,204448.0,"10,000,000+",10000000.0,43907617,True,0.0,USD,9.2M,4.1 and up,GunjanApps Studios,http://gunjanappstudios.com/,support@gunjanappstudios.com,"Nov 24, 2017","Jun 02, 2021",Everyone,http://gunjanappstudios.com/privacy-policy/,True,True,False,2021-06-15 22:57:24
Learn Spanish with SpeakTribe,com.speaktribe.spanish,Education,4.6,23480.0,"1,000,000+",1000000.0,1432884,True,0.0,USD,Varies with device,4.1 and up,Edushire,http://speaktribe.com,feedback@speaktribe.com,"Nov 24, 2013","Apr 02, 2018",Everyone 10+,http://www.speaktribe.com/privacy/,False,True,False,2021-06-15 22:58:27
Грамотей для детей - диктант по русскому языку,ru.allyteam.gramoteikids,Educational,4.2,34268.0,"1,000,000+",1000000.0,3891035,True,0.0,USD,5.8M,4.1 and up,Ally team,http://allyteam.ru,allyteamdev@gmail.com,"Mar 21, 2015","Oct 17, 2020",Everyone,http://www.allyteam.ru/privacy-policy.html,True,False,False,2021-06-15 23:15:28
Moonzy. Kids Mini-Games,com.PSVStudio.LuntikMinigames,Educational,4.3,70688.0,"10,000,000+",10000000.0,11111154,True,0.0,USD,57M,4.4 and up,Лунтик Moonzy Барбоскины,http://psvgamestudio.com,report.psv@gmail.com,"Aug 7, 2015","Dec 24, 2020",Everyone,https://policy.psvgamestudio.com/privacy_policy_luntik.html,True,True,False,2021-06-15 23:16:14
Unicorn Chef Carnival Fair Food Games for Girls,carnival.fair.food,Educational,4.4,20498.0,"5,000,000+",5000000.0,7111290,True,0.0,USD,78M,4.1 and up,Kids Food Games Inc.,https://www.kidsfoodinc.com,contact@kidsfoodinc.com,"Dec 11, 2019","Apr 12, 2021",Everyone,https://www.kidsfoodinc.com/privacy/,True,False,False,2021-06-15 23:18:01
Pepi House: Happy Family,com.pepiplay.pepihome,Educational,4.0,206122.0,"10,000,000+",10000000.0,30294824,True,0.0,USD,68M,4.4 and up,Pepi Play,http://www.pepiplay.com/,support@pepiplay.com,"Sep 21, 2016","Feb 15, 2021",Everyone,https://www.pepiplay.com/privacy_policy/,True,True,False,2021-06-15 23:29:50
"Sweet Baby Girl Cleanup 4 - House, Pool & Stable",air.com.tutotoons.app.sweetbabygirlcleanup4.free,Educational,4.0,28771.0,"10,000,000+",10000000.0,10635887,True,0.0,USD,81M,4.4 and up,TutoTOONS,http://www.tutotoons.com,support@tutotoons.com,"Mar 30, 2016","May 25, 2021",Everyone,https://tutotoons.com/privacy_policy/,True,True,False,2021-06-15 23:32:14
Sweet Baby Girl Summer Fun 2 - Sunny Makeover Game,air.com.tutotoons.app.sweetbabygirlsummerfun2.free,Educational,4.1,52410.0,"10,000,000+",10000000.0,28981074,True,0.0,USD,96M,4.4 and up,TutoTOONS,http://www.tutotoons.com,support@tutotoons.com,"Jul 28, 2016","Dec 01, 2020",Everyone,https://tutotoons.com/privacy_policy/,True,True,False,2021-06-15 23:33:47
Funny Food 123! Kids Number Games for Toddlers,biz.arrowstar.funnyfood3,Educational,4.4,26916.0,"10,000,000+",10000000.0,16978205,True,0.0,USD,56M,4.1 and up,Wow Kids,http://wowkids.io,support@wowkids.io,"Jan 5, 2018","Jun 03, 2021",Everyone,http://eruditoplus.com/privacy-policy/,True,True,False,2021-06-15 23:38:23
Little Panda's Hero Battle Game,com.sinyee.babybus.superman,Educational,4.2,23373.0,"10,000,000+",10000000.0,19630034,True,0.0,USD,95M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Oct 31, 2018","Apr 20, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 23:46:14
Little Panda: Princess Makeup,com.sinyee.babybus.princessII,Educational,4.2,93970.0,"10,000,000+",10000000.0,48452571,True,0.0,USD,60M,4.2 and up,BabyBus,http://www.babybus.com,sinyeeandroid@gmail.com,"Jul 24, 2019","Mar 29, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 23:47:33
English Quiz [Eigomonogatari],com.frecre.englishstory,Educational,4.6,24081.0,"1,000,000+",1000000.0,1037998,True,0.0,USD,53M,4.4 and up,"FreCre, Inc. Japan",http://eigomonogatari.com/,cebu.english.club@gmail.com,"Mar 10, 2015","May 27, 2021",Everyone,https://eigomonogatari.com/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%83%9D%E3%83%AA%E3%82%B7%E3%83%BC,True,True,False,2021-06-15 23:48:39
Rainbow Ice Cream - Unicorn Party Food Maker,com.kidsfoodinc.rainbow_ice_cream,Educational,4.5,27584.0,"1,000,000+",1000000.0,4760831,True,0.0,USD,85M,4.1 and up,Kids Food Games Inc.,http://www.kidsfoodinc.com,contact@kidsfoodinc.com,"Oct 17, 2017","Apr 13, 2021",Everyone,https://www.kidsfoodinc.com/privacy/,True,False,False,2021-06-16 00:04:03
"LearnMatch: Learn Languages, Learn English",net.learnmatch.app,Education,4.5,30131.0,"1,000,000+",1000000.0,2374330,True,0.0,USD,Varies with device,5.0 and up,Vision Education,http://www.learnmatch.net,support@learnmatch.com,"Nov 27, 2016","Jun 07, 2021",Everyone,http://learnmatch.net/datenschutz/,False,True,False,2021-06-16 00:19:02
"Improve English: Vocabulary, Grammar, Flashcards",com.knudge.me,Education,4.5,52252.0,"1,000,000+",1000000.0,4527008,True,0.0,USD,12M,4.1 and up,Knudge.me,http://www.knudge.me/,contact@knudge.me,"Aug 18, 2016","May 08, 2021",Everyone 10+,http://knudge.me/privacy-policy.html,True,True,True,2021-06-16 00:27:29
Do Not Disturb! Get Prankster in a Hilarious Game,br.com.tapps.donotdisturb,Educational,4.2,123118.0,"10,000,000+",10000000.0,21118758,True,0.0,USD,21M,4.4 and up,Tapps Games,http://tappsgames.com,user.support+donotdisturb@tappsgames.com,"Jun 27, 2013","May 20, 2021",Everyone,http://pp.tappsgames.com/?app=br.com.tapps.donotdisturb,True,True,False,2021-06-16 00:30:44
"Baby Phone - Games for Family, Parents and Babies",au.com.penguinapps.android.babyphone,Educational,4.3,49402.0,"5,000,000+",5000000.0,6312896,True,0.0,USD,30M,4.2 and up,Penguin Apps,https://www.penguinapps.com.au/,support@penguinapps.com.au,"Jul 9, 2012","Nov 01, 2019",Everyone,http://penguinapps.com.au/googleplay/family/privacy.jsp,True,False,False,2021-06-16 00:40:46
MindPal - Brain Training,com.elektron.mindpal,Education,4.3,27632.0,"1,000,000+",1000000.0,1009970,True,0.0,USD,57M,4.2 and up,Elektron Labs Inc,http://mindpalapp.com,support@elektrongames.com,"Mar 26, 2020","Jan 04, 2021",Everyone,http://mindpalapp.com/privacy/,True,True,False,2021-06-16 00:44:24
Little Panda’s Dream Town,com.sinyee.babybus.village,Educational,4.1,48183.0,"10,000,000+",10000000.0,34243305,True,0.0,USD,90M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Aug 16, 2018","May 21, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 00:45:21
Beard Salon - Beauty Makeover,com.hugsnhearts.android_beard_salon,Educational,4.0,26276.0,"1,000,000+",1000000.0,4173736,True,0.0,USD,47M,4.1 and up,Hugs N Hearts,http://www.hugsnhearts.com,contact@hugsnhearts.com,"Aug 3, 2014","Apr 09, 2019",Teen,https://www.hugsnhearts.com/privacy-policy/,True,False,False,2021-06-16 00:51:06
Learn Japanese for Free with kawaiiNihongo,de.mardukcorp.kawaiinihongo,Educational,4.7,28802.0,"1,000,000+",1000000.0,1535686,True,0.0,USD,106M,5.0 and up,MardukCorp,https://kawaiinihongo.de/,support@mardukcorp.de,"Dec 1, 2016","Apr 29, 2021",Everyone,https://kawaiinihongo.de/?page_id=78,True,True,False,2021-06-16 00:56:00
Little Panda Travel Safety,com.sinyee.babybus.travelsafety,Educational,4.1,37601.0,"10,000,000+",10000000.0,18763549,True,0.0,USD,60M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Jul 17, 2014","Feb 02, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 00:56:15
