App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Description,Reviews,Learning_category,Age_range
My Baby Panda Chef,com.sinyee.babybus.chef,Educational,4.3,56670.0,"10,000,000+",10000000.0,14599192,True,0.0,USD,39M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"May 10, 2013","Jun 04, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 04:58:57,"The kitchen can be an unsafe place for young children, but that won’t stop their interest in exploring all the things in this crafty place. Have them play in the BabyBus kitchen and try out all the fun activities such as preparing food, cooking and juicing, in a less dangerous manner!

Fun features: 
- Explore an open fridge;
- Stir-fry your favorite food; 
- Make the tastiest juice!

See how much your new friends are going to like your cooking. Become the chef of the kitchen where you will master the art of preparing food and extracting juice. Be creative! 

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",21408,food,babies
Little Panda: Princess Dress Up,com.sinyee.babybus.princess,Educational,4.1,84501.0,"10,000,000+",10000000.0,37567366,True,0.0,USD,76M,4.2 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Mar 24, 2016","May 21, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 05:18:58,"Every girl has a dream of becoming a pretty princess, just like the one in the fairy tale. BabyBus developed the Little Panda: Princess Dress Up for lovely girls offering over 50 princess dresses, nearly 60 accessories and 30 hairstyles. Are you ready for some fashion fun with the fairy princess? Come to enjoy this wonderful fashion dress up game, and realize girls’ princess dream!

EXPLORE FAIRY WORLD
Princess Emma owned a set of elegant outfits: a pair of glass slippers, a tiara, a wand, a necklace and an angel dress. But it has been hidden in five different kingdoms by a naughty witch! In order to find it, the princess needs to put on a fashionable dress and participate in the ball of various kingdoms. Help Princess Emma look for her favorite outfits in the Kingdom of Mermaid, Forest, Ice, Candy and Elf!

DRESS UP PRINCESS 
Massive elegant and fashionable dresses prepared in different kingdoms: colorful mermaid dresses, flowing long dresses, cute short dresses... Which dress will be your princess’s favorite one? Wow! You see, there are also a lot of chic accessories: noble crown, diamond necklace, magic wand... With this incredible variety you can create hundreds of fashion outfits! Dress up your princess as you like! Try and have fun!

FEATURES
- Five different Kingdoms of fairy world to discover!
- 100+ princess dress up items to try on!
- Little panda fairy takes you to explore!
- A fun and magic adventure is waiting for you!

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",42914,counting,babies
LEGO® DUPLO® Train,com.lego.duplo.trains,Educational,4.2,185039.0,"10,000,000+",10000000.0,41241447,True,0.0,USD,108M,4.1 and up,LEGO System A/S,http://service.lego.com/contactus,android@lego.com,"Aug 23, 2013","Nov 13, 2019",Everyone,http://aboutus.lego.com/legal-notice/Privacy-Policy,False,False,False,2021-06-16 05:41:08,"All aboard! Driving the colorful LEGO® DUPLO® Train from station to station is any toddler’s dream. Your child will play the role of the train driver, load cargo, build bridges, stop at crossings, help passengers, refuel, and lay new tracks to steer the train safely around obstacles.

Copying grown-ups and their activities is important to your 2-year-old toddler’s development - and few things are as ‘grown-up’ as driving a huge steam train through the scenic countryside, full speed ahead, horns tooting.

If your toddler is fascinated by trains, this simple game will provide new inspiration for hours of creative play - with or without a LEGO DUPLO train set.

Features:
*Bright, fun, and toddler-friendly animations and sound effects
*Intuitive icons and navigation for easy game play
*Cute, interactive DUPLO landscape with lots of building fun and surprises
*Based on the DUPLO My First Train set and familiar animals and characters
*No in-app purchases
*No third party advertising
*Parental gate to information about other LEGO DUPLO apps and products

About LEGO® DUPLO®
A preschool building toy specifically designed for children ages 1 ½ - 5 – small hands and big imaginations! Preschoolers can learn about shapes and colors hands-on. When the chewing-the-bricks phase fades out, the building experience phase takes over, helping to stimulate and improve fine motor skills development. (And yes, bricks-poured-onto-hard-surface noises stimulate other senses, too.)

BEST GAME FOR TODDLERS 	
This educational app for toddlers helps them develop their skills in a playful manner. We believe it is one of the best educational game for toddlers produced by LEGO which focuses on their development. This is also a great educational game for older kids because they can play with the LEGO® DUPLO Train. 

EDUCATIONAL GAME FOR 2 YEAR OLD KIDS
This is the best first app for your kid. It was developed in order to teach digital skills, develop creativity through play and build motoric skills for your child. This is an educational app for 2 year old kids which will contribute to their development.  

BEST FIRST GAME FOR KIDS
Is your kid just starting to play on digital devices? Are you looking for an app which will help him develop his mind and understanding of the surroundings? LEGO® DUPLO® Train is the best app for kids 2-4 years old. 

CREATIVE GAMES FOR TODDLERS
This is a great creative app for toddlers which will help them develop their creativity. LEGO® DUPLO Train is one of the best role-play apps for toddlers in 2017 and allows your toddler to be the train conductor and drive the train through a kids safe environment. 

DRIVE, BUILD AND HAVE FUN
Being able to have so many role-play possibilities, your toddler will be able to play the app in endless ways which will allow him to put his imagination into action. 

FREE TODDLER GAMES
All the LEGO® DUPLO® apps are free to play and offer no in app purchases. This is one of the best free educational game for kids under 4 and it is an app your kid will enjoy. Visit the parents section in all the LEGO® DUPLO® apps for more information about the LEGO® DUPLO brand.

Visit LEGO.com/family for more build & play inspiration. 
Visit LEGO.com/duplo/apps to find out more about other DUPLO apps.

For app support contact LEGO Consumer Service.
For contact details refer to http://service.lego.com/contactus

Our privacy policy and terms of use for apps are accepted if you download this app. 
Read more on http://aboutus.lego.com/legal-notice/Privacy-Policy and http://aboutus.lego.com/legal-notice/terms-of-use-for-apps

LEGO, the LEGO logo and DUPLO are trademarks of the LEGO Group. ©2016 The LEGO Group.",31014,sport,children
Princess Coloring Book Glitter & Girls Dress Up,com.forqan.tech.PrincessColoring,Educational,4.0,64896.0,"50,000,000+",50000000.0,52134839,True,0.0,USD,Varies with device,4.2 and up,KiDEO (formerly forqan smart tech),https://kideo.tech,support@kideo.tech,"Jul 16, 2016","Mar 15, 2021",Everyone,https://kideo.tech/privacy-policy/,True,True,False,2021-06-16 07:08:12,"""Free paint & coloring game, one of the TOP 5 worldwide apps of ""Coloring & Drawing for Kids"" for 2020!
Cool and cute princess coloring book, with 50+ amazing pictures of princesses, fairy-tales, queens, unicorns, and much more FREE educational content!

 ""Princess Coloring Book Glitter & Girls Dress Up"" presents 8 unique games designed mainly for little girls to be easy painting:

🎨 Color your favorite image with more than 20+ colors, glitter colors, and designed colors!

🎨 Create your own free-drawing picture Pintar for kids!

💅🏻 Nail art designing, make-up, and Manicure with very cool and attractive colors, beautiful glitter colors, stickers, huge designing patterns, and sharpening.

🥻 Dress-up with very attractive, stylish, and modern princesses with a lot of sports clothes, daily dresses, nightdresses, sports shoes, sandals, stylish shoes, boots, wallets, crowns, pets and much more! And we make sure here to educate the little girls to take care and not to show the parts foreign shouldn't see. Please download the application and see how we do that! 

🍴  Dishes cleanup. Designed in an educational way so little kids learn how to save water.

👕 Clothes washing and ironing for toddlers & kindergarten skills. This includes clothes sorting, into colored and white pieces, washing, drying, ironing, and hanging in the closet.

🎂 Cake decoration for a birthday cake with lovely happy birthday music: decorate your cake with cute stickers, candies, lollipops, candles, ballerina dolls, and a lot of surprises!

👧🏼 Puzzle games with a lot of pictures for girls & boys in kindergarten & preschool ages.

Princess Coloring Book Glitter & Girls Dress Up: HOW to play?
▶ After downloading the game, Press the PLAY button on the main screen.
▶ Select FREE mode coloring, or choose your favorite image or any image you like.
▶ Color and recolor your image with different bright colors, colors with patterns, or 
     glitter colors!
▶ Use a brush, or pencil to fill your page
▶ Zoom in, zoom out for coloring small details. 
▶ Use the magic coloring button for automatic coloring! 
▶ Locate stickers or animated stickers on your colorful page!
▶ Enjoy picking stickers as a reward from your stickers box!
▶ Save and share your princesses coloring images with your friends and family in 
     Facebook, Instagram, WhatsApp! Don’t forget to choose your gorgeous frame!

""Princess Coloring Book Glitter & Girls Dress Up"" includes the following features:
✔ 50+ colorable pictures of princesses, princes, queens, mermaids, ponies, unicorns, etc.
✔ 20 bright and beautiful colors.
✔ 10 attractive pattern colors.
✔ Filling an entire region with color, drawing with a pencil or a brush, and using an eraser.
✔ A color spectrum made, especially for kids coloring.
✔ A free-drawing game easy painting & drawing.
✔ 50+ decorations and animated stickers from the world of the little girls with sounds and motions.
✔ Clothes sorting, washing, drying, ironing, and hanging.
✔ Puzzles with colorful amazing backgrounds. 
✔ All activities are full of coins, presents, cheerful feedbacks! 


 What are you waiting for? Let’s download ""Princess Coloring Book Glitter & Girls Dress Up"" now!!💖

If you liked the game rate us with 5 stars⭐⭐⭐⭐⭐ and tell your friends,
otherwise tell us your suggestions at support@kideo.tech""
* Subscribe to our youtube channel: https://youtu.be/CaEYlhQcT74",20969,creativity,children
Pepi Super Stores: Fun & Games,com.PepiPlay.PepiShopping,Educational,4.2,190153.0,"10,000,000+",10000000.0,32878842,True,0.0,USD,48M,4.4 and up,Pepi Play,http://www.pepiplay.com/,support@pepiplay.com,"Mar 22, 2017","Apr 21, 2021",Everyone,https://www.pepiplay.com/privacy_policy/,True,True,False,2021-06-16 07:26:18,"Join our characters and explore various shops and activities within. Shop, play pranks, tweak products and designs, dress up Your characters, or create your own musical hit — everything is possible in Pepi Super Stores! 

LEARN THROUGH PLAY

This is a fun and safe edutainment app for kids and their parents. 
Pretend-play a day in the mall and participate in dozens of fun activities. Every shop is different and offers a new set of items to experiment with. Kids can throw fruits into a food machine and make juice, but the real fun awaits when they discover that any item can be used and results will vary from unexpected to surprisingly spectacular!

EXPLORATION IS THE KEY

The game encourages curiosity and exploration. Kids can invent their own scenarios and ways to play with thousands of items that can be found or created within stores. Join your kids in play, moderate the process to transform gameplay into learning, or just have a good laughter. Create and set funny tasks and routines for Your kid, experiment with items, discover new ways to play, and learn new words.

ORCHESTRATE MINI SCENES

Shops and services scattered in our mall offer opportunities to create mini scenarios: set different tasks for a child, dress up characters, or even a short play thus transforming gameplay into acting. And when you’re done exploring your favorite floor just remember, that items you’ve found there can be stuffed into an elevator and transported into new areas. 

KEY FEATURES

• 34 new characters including weird, but friendly aliens from space!
• Ability to dress up character and change hairstyles!
• Become a fashion designer — design clothes with your favorite graphics.
• Dozens of accessories from hats and glasses to hundreds of items your characters can hold.
• Use, mix and match any item and equipment
• Different scenes, from groceries to sports, to restaurants and beauty parlors!
• Fantastic machines will ensure hours of fun, experiments, and good old giggles.
• Use the elevator to move items between floors to find even more different combinations.
• Dedicated for 3-7-year-old kids, but will bring joy for the whole family.",106562,creativity,children
Baby Panda's Town: Life,com.sinyee.babybus.career,Educational,4.3,68520.0,"10,000,000+",10000000.0,32733319,True,0.0,USD,147M,4.2 and up,BabyBus,http://www.babybus.com,sinyeeandroid@gmail.com,"Sep 16, 2019","May 14, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 07:37:14,"Welcome! Here is the good news: Baby Panda's Town has taken on a new look! Come and visit the new town. Play 6 different roles and experience different professions! 

DESIGN
Do you want to be a costume designer? Come to the town and make your dreams come true! Manage a clothing store and design glamorous princess dresses. Do you want to be a pet groomer? Makeup, hairdressing, and nail art. You can try them all at the town's pet salon! 

CREATE
Head to the town's farm and become a farmer! Plant, harvest, and produce. Experience the busy life on the farm. Or become the snack factory manager and make snacks from around the world including cookies, jelly, and chocolate. 

BUILD
If you are an architect, what would you like to build? Skyscrapers, department stores or luxury villas? There are 8 architectures in the town for you to build. Building construction, wall painting...All of these are favored by kids! 

DISCOVER
What is it like to be an archaeologist? Come to the town and give it a try! Dig up dinosaur fossils, restore ancient relics, and explore the mysteries of history. You will find out how interesting it is to be an archaeologist! 

Are you ready to live in the town? Baby Panda will be here waiting for you! 

FEATURES: 
- Play 6 different roles. 
- Design 7 different clothing items including princess dresses, scarves, and shoes. 
- Come up with the styling designs for 5 pets：puppy, kitten, pony, and more! 
- Make 11 kinds of popular gourmet: Nori, ham sausage, French fries, and more. 
- Build 8 kinds of architectures: Hospital, school, bridge, villa, department store, and more. 
- More than 100 types of props to choose from.

About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",44767,creativity,children
Masha and the Bear: Good Night!,com.psvnMaB.Goodnight,Educational,4.1,54518.0,"10,000,000+",10000000.0,24728026,True,0.0,USD,77M,4.4 and up,Hippo Kids Games,http://psvgamestudio.com,report.psv@gmail.com,"Jan 5, 2018","Apr 14, 2021",Everyone,https://policy.psvgamestudio.com/privacy_policy_hippo_kids_games.html,True,True,False,2021-06-16 07:42:34,"Today we will say good night and help go to bed all the characters from the cartoon Masha and the Bear! Bedtime stories and interactive lullabies are a special type of apps from the series of educational kids games. There are interactive stories with a plot, puzzles and adventures, your task is to put characters to bed and wish them goodnight. These games are interesting for boys and girls. Interactive lullabies are much better than ordinary bedtime stories or cartoons.

There is night and some lights are visible in the forest where Masha and the Bear couldn’t sleep. All the other animals don't sleep too. Every character, from the cartoon Masha and the Bear, has a lot of urgent things which they should do before going to bed. Somebody wants to put the things in order, another one wants to count starts. One character wants to watch cartoon, or to listen to the lullaby, and another character has come to the Masha’s house to take a shower and to listen to calm and pleasant music before going to sleep. Today all the stories will be unusual and very interesting. Bedtime stories and interactive lullabies are much better, than just cartoons. You are going to be the main character of the most interesting stories ever and write a new exciting fairytale about your own adventures in our kids game.

Anybody, who likes cartoons and adventures, Masha and the Bear invite to a new interactive kids game Bedtime stories! Make all the animals go to bed and wish them goodnight. Play with all the family members! Have a lot of positive emotions and spend fun and useful time together. Stay tuned and play with us. Our educational kids games for boys and girls will always make you and your toddler happy and you will always have a good mood playing our educational games.",22626,science,children
Animal Jam,com.WildWorks.AnimalJamPlayWild,Educational,4.1,520600.0,"10,000,000+",10000000.0,12405082,True,0.0,USD,Varies with device,4.4 and up,WildWorks,http://www.animaljam.com/,playwild@animaljam.com,"Dec 7, 2015","May 27, 2021",Everyone,http://www.animaljam.com/privacy/playwild,True,True,False,2021-06-16 07:54:57,"Welcome to Animal Jam, where you will become your favorite animal, create a style to express the real you, and explore the beautiful 3D world of Jamaa! Animal Jam is the best online community for kids and a safe place to meet and chat with new friends. Choose your virtual pet and complete various animal games crossing the wide world of Jamaa! Decorate your own den, play fun animal games, adopt awesome pets, and learn about the natural world from videos, animal facts, and fact-filled e-books!

FEATURES:
- PERSONALIZE your animals from head to tail
- PLAY fun games and earn Gems
- EXPLORE a gorgeous, living 3D world
- SHOP for clothes, den decorations, and accessories
- DESIGN your own den
- JOIN a friendly community of players worldwide
- CHAT with animal buddies
- LEARN about real animals and their habitats

★ Winner: Best App for Kids ★ 2017 Google Play Awards

Animal Jam was named ""Best App for Kids” by Google at this year’s Google Play Awards. Millions of kids around the world are playing Animal Jam, and we are committed to providing a safe online playground for kids.""

Before you start exploring Jamaa, here is some important information for kids and parents:
- The Animal Jam game is free to play with parental permission.
- Parents can control players’ access to social features through their Parent Dashboard.

Animal Jam offers optional in-app purchases that cost real money. You can disable the in-app purchasing functionality by adjusting your device settings.

This app also offers Animal Jam recurring membership subscription options that cost real money. Most in-app features do not require this paid membership. However, in addition to exclusive member features in the app, paid subscription also includes membership in the AJ Classic web game.

ABOUT ANIMAL JAM
WildWorks has partnered with prominent scientists and educators to bring science education and spectacular imagery of the natural world to kids in a completely new way. Our goal is to provide a fun, exciting, and safe place for kids to play online. Animal Jam also inspires kids to explore and protect the natural world outside their doors.

SAFETY
At WildWorks, your child’s safety is our priority. The Animal Jam app protects your child’s private information with secure log in, filtered and monitored chat, live moderation, and the ability to block and report players instantly.

To learn more about how we protect children’s privacy, visit https://www.animaljam.com/privacy.

Children should always ask their parent or guardian for permission before they download and play. This app requires an Internet connection, and data fees may apply if WiFi isn’t connected.

Animal Jam
©2020 WildWorks",317381,shape,children
Monster Trucks Game for Kids 2,com.razmobi.monstertrucks2,Educational,4.0,80187.0,"50,000,000+",50000000.0,71857875,True,0.0,USD,31M,4.1 and up,Raz Games,http://www.razgames.com,info@razgames.com,"May 10, 2016","May 31, 2021",Everyone,http://www.razgames.com/privacy/,True,True,False,2021-06-16 08:26:25,"If your kids love all things monster trucks, Then they will love this game! Monster Trucks racing game for young kids and toddlers!

Designed for young Children and toddlers between ages 2 to 8 years old, Simple controls to drive the monster trucks along the course. the truck never flips ensuring your child always gets to the finish line!

Race against other trucks, Which slow down when they are ahead, to give your child the best chance of winning each race!

Fun big buttons to Jump, Beep the horn and change the music track for lots of fun sounds.

Crush the cars along the course with the monster machines, Collect stars, Fireworks and balloon popping are at the end of each level to give more excitement to the kids playing.

There is 4 mini games included.
Balloon Pop
Memory Cards
Puzzles
Coloring pages

With over 80 cool looking monster trucks across 42 levels to blaze across, will create hours of fun for your toddlers. With more monster trucks always being added! Collect them all!

Monster Trucks Kids Game helps your child understand the educational mechanics of using mobile and tablet devices. with puzzles, memory card and heaps of fun racing action.

Features:
* 100's of Monster Trucks to choose from
* 42 Levels to play
* Fun Cartoon HD graphics
* 5 different kids music sound tracks for the child to switch between.
* Cute Monster trucks, engines, horns + much more vibrant sounds 
* Balloon pop game & Fireworks at the end of each race.
* Mini Games such as Puzzles, Coloring pages, Memory Cards & Balloon Pop
+ much more.

Privacy Information:
As parents ourselves, Razmobi takes children's privacy and protection very seriously. We do not collect any personal data.  This app does contain advertising as that allows us to give you the game for free – ads are carefully placed so kids are least likely to accidentally click on them. and ads get removed on the actual race screen. This app includes the option for adults to unlock or buy additional in-game items with real money to enhance game play and removing ads. You may disable in-app purchases by adjusting your device settings.

If you're having any problems with this app, or would like any updates/enhancements, feel free to contact us at webnowau@gmail.com. We would love to hear from you as we are committed to updating all our games and apps for the best possible user experience.",29911,music,children
Pepi Hospital: Learn & Care,com.PepiPlay.PepiHospital,Educational,4.1,158133.0,"10,000,000+",10000000.0,46453580,True,0.0,USD,46M,4.4 and up,Pepi Play,http://www.pepiplay.com/,support@pepiplay.com,"Feb 13, 2018","May 03, 2021",Everyone,https://www.pepiplay.com/privacy_policy/,True,True,False,2021-06-16 08:43:48,"Step into a PEPI HOSPITAL and become doctor, patient or just a curious explorer! Our new addition to a rich family of PEPI PLAY games offers a vast medical center with tons of items, activities, and ways to play. Join our characters in their workplace, soothe and treat patients, create Your own stories, discover and understand the everyday routines of a busy hospital.

MEET THE PEPI BOT

We're delighted to introduce a medical Pepi Bot, our new character built to accompany little players in our games. Pepi Bot is a cute, versatile friend able to follow you around the building and provide immediate help, to You and Your patients. Armed with the latest tech, Pepi Bot is a perfect sidekick to Your interactive stories. The little droid will provide medical tools and even carry a wardrobe for all those moments when you feel like playing in style!

TONS OF ACTION

Experience the daily life of a hospital full of action - from the small and cozy cafe to a busy pharmacy shop or the operating room, there are various experiences for players to toy with. Ambulance car will arrive regularly with new patients to take care of and new friends to meet. Only the most curious players will be able to find all the ways to treat their patients. This offers an amazing opportunity to set up various scenarios to take part in.

FUN & EDUCATIONAL

Even though the game is dedicated to a young audience, everybody can and should find a way to join in. The game encourages parents to play together and use the games educational values - while your child is discovering the opportunities throughout all 4 floors of the hospital, you can help him by moderating their experiences, creating and going through character stories, explaining the nature and use of items, expanding a child’s vocabulary and basic medicinal knowledge.  

HUNDREDS OF INTERACTIVE OBJECTS

Enhance your gameplay with hundreds of interactive objects that can be easily transferred through floors. Medical instruments, toys, and even yoga balls can be given to the dwellers of Pepi Hospital for the most unpredictable results. Not to mention many opportunities to dress up your favorite characters!

COLORFUL AND UNIQUE CHARACTERS

PEPI HOSPITAL has a wide variety of characters. Dozens of cute, cheerful and unique humans, pets, monsters, and aliens are there to have fun and join your playful exploration of the Hospital building.

FEATURES

• Vast medical center packed with tons of items and machines!
• Multifunctional companion bot.
• Run your own lab — measure blood pressure, perform X-ray scans and much more!
• Get comfy in a customizable dentist chair. 
• Become a physical therapist, create your own fitness routines!
• Be among the first to welcome babies into the world. Weight and take good care of them!
• Listen to Hospital dwellers talking on the phone. Each in his own unique way!
• Play with fishes while waiting at the reception.
• Ambulance regularly delivers new patients.",92230,science,children
Smolsies - My Cute Pet House,com.tutotoons.app.smolsiesmycutepethouse.free,Educational,4.3,166828.0,"10,000,000+",10000000.0,39436914,True,0.0,USD,46M,4.4 and up,TutoTOONS,https://www.tutotoons.com,support@tutotoons.com,"Mar 13, 2019","Jun 08, 2021",Everyone,https://tutotoons.com/privacy_policy/embeded,True,True,False,2021-06-16 09:03:19,"Meet Smolsies — the cutest squishy pom-pom creatures and your new adorable virtual pets! Hatch every surprise egg and collect all the pet Smolsies - feed, take care of them and watch your virtual baby animals grow! Merge Smolsies to get new super cute fluffy animals, explore their house and play fun mini games!

<b>HATCH & COLLECT PETS</b>
Hatch every single surprise egg to collect all the adorable pet baby Smolsies, each cuter than the last! Put two pet Smolsies into a magical pet merging machine and get a new surprise egg! Crack it open to discover even more cute pets and collect them all! Hint - there's a fantasy unicorn cat to hatch!

<b>CARE FOR VIRTUAL PETS</b>
Baby Smolsies need love, care, and attention! Hatch an egg, feed the baby, clean the house, play games, and watch your virtual pet grow! Bathe the cute little animals, put them to bed when tired, and create cute DIY hats with adorable pins for your pets to wear!

<b>PLAY FUN MINI GAMES</b>
Adorable pet Smolsies love playing games! Unlock and enjoy fun jumping, basketball, soccer, coloring, and hat designing mini games! Play to collect coins and win fun and cute gifts for your virtual pet house! 

Play Smolsies - the cutest virtual pet care game for kids from the creators of Fluvsies and Kpopsies! Download now to hatch your first adorable surprise egg, take care of cute baby animals, and play fun mini games!

Discover more about the Smolsies world:
Facebook - https://www.facebook.com/SmolsiesGame
Instagram - https://www.instagram.com/smolsiesgame/

- - - - - - - - - - - - - - - - - - - - - - - - 

About TutoTOONS Games for Kids
Crafted and play-tested with kids and toddlers, TutoTOONS games foster kids’ creativity and help them learn while playing the games they love. Fun and educational TutoTOONS games strive to bring meaningful and safe mobile experiences to millions of children worldwide.

Important Message to Parents
This app is free to download and play, but there may be certain in-game items that can be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.

Want to report an issue or share suggestions? Contact us at support@tutotoons.com

Discover More Fun with TutoTOONS!
· Subscribe to our YouTube channel: https://www.youtube.com/c/tutotoonsofficial
· Learn more about us: https://tutotoons.com
· Read our blog: https://blog.tutotoons.com
· Like us on Facebook: https://www.facebook.com/tutotoonsgames
· Follow us on Instagram: https://www.instagram.com/tutotoons/",94707,creativity,babies
Baby Panda Care,com.sinyee.babybus.care,Educational,4.2,162736.0,"50,000,000+",50000000.0,59393035,True,0.0,USD,56M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,"Nov 30, 2011","Apr 30, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-16 09:07:25,"Children love to engage in all sorts of pretend play and imitating parents is one of the most enjoyed. Caring for a baby is an experience they are familiar with happening to themselves. It’s fun for children to switch role and take on some caring responsibilities. BabyBus gives children the chance of caring for another baby, a cute baby panda.  You might be surprised to find how much your children will enjoy caring this new baby!

DRESSING BABY 
Magician outfit, dinosaur outfit, birthday outfit...A variety of surprising outfits for your children to choose! Dress up the cute baby panda!

FEEDING BABY 
Baby panda is hungry and wants to a delicious meal. Prepare 4 different types of food and feed him! The little baby will tell his preference through his reaction.

WASHING BABY 
It’s a big challenge for your children to remove various pieces of clothing, help baby panda take a bath, and dry the body. Look, the baby panda is clean now!

...

It’s a great opportunity for your children to get a firsthand experience in baby care. Take care of our baby panda who is in need of care. Your children will be incredibly excited about the cute new baby and can’t wait to take on the role of being a big sister or brother!

FEATURES:
- Interact with an adorable baby panda;
- Cute animations in a stress-free setting;
- 5 playful scenes with fun tasks and actions;
- Learn general knowledge through various caring tips！
 
About BabyBus
—————
At BabyBus, we dedicate ourselves to sparking kids' creativity, imagination and curiosity,and designing our products through the kids' perspective to help them explore the world on their own.

Now BabyBus offers a wide variety of products, videos and other educational content for over 400 million fans from ages 0-8 around the world! We have released over 200 children's educational apps, over 2500 episodes of nursery rhymes and animations of various themes spanning the Health, Language, Society, Science, Art and other fields.

—————
Contact us: ser@babybus.com
Visit us: http://www.babybus.com",73115,counting,babies
Kids Educational Game 5,com.pescapps.gamekids5,Educational,4.2,68607.0,"10,000,000+",10000000.0,32571816,True,0.0,USD,Varies with device,Varies with device,pescAPPs,http://www.pescapps.com/,support@pescapps.com,"Mar 20, 2017","Feb 17, 2020",Everyone,http://pescapps.com/privacy,True,False,False,2021-06-16 09:42:38,"New pescAPPs educational game! This fun application contains 12 games designed for kids. In English, Spanish and Portuguese. With this game kids will learn:

- The alphabet, draw letters
- Improve their memory, logic and concentration 
- Distinguish shapes
- Order by size
- Solve logical patterns
- Learn to paint and colors
- Distinguish colors 
- Play table games
- Solve logic paints
- Count objects and the numbers
- Solve puzzles
- Motor skills and spatial vision.

Perfect for preschoolers!

Thank you for download pescAPPs games, with our games children can learn while having fun. If you have any questions or suggestions please contact us.",31644,creativity,children
Mandala Coloring Pages,com.color.mandala,Educational,4.2,336345.0,"50,000,000+",50000000.0,55024738,True,0.0,USD,51M,4.4 and up,Coloring Games,https://www.2-monkeys.nl,info@2-monkeys.nl,"Aug 9, 2012","Jun 04, 2021",Everyone,http://www.2-monkeys.nl/policy/policy.html,True,True,False,2021-06-16 09:49:21,"400 Mandala coloring pages for adults and kids. Both easy and complex mandala's for everyone.  
Become relaxed and zen!

Tip: Use a large screen with high resolution for the best results.
Tip: Use a tablet pen for filling small areas

This app offers:
* 400 Mandala's
* Easy to play
* Share your artwork
* Save and load your work
* Undo button

Have fun and have a creative moment with this ColorMaster app!",129048,creativity,children
